"ID","pid","MATINH","Urban_Rural","age","gender","Q302","Q303A","Q303B","Q304_1","Q304_2","Q304_3","Q304_4","Q305A1","Q305A2","Q305B1","Q305B2","Q306","Q307","Q308","Q309","Q310A1","Q310A2","Q310B1","Q310B2","Q311","Q305A","Q305B","Q310AA","Q310B","region3","agegroup","weight"
"191690568900116",4,19,2,39,1,9,2,0,2,,,,6,61,1,1,1,1,0,2,,,,,,"nông nghi___p",,,,"North","15-44",5620718
"333281211500810",1,33,2,35,1,12,3,0,1,,,,7,75,19,98,4,1,5000,2,,,,,,"Th___ m___c",,,,"North","15-44",5620718
"313131166201928",1,31,2,16,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,"North","15-44",5620718
"313111148802423",3,31,2,32,1,12,3,0,1,,,,9,93,8,49,4,1,10000,1,,,,,,"lái xe",,,,"North","15-44",5620718
"201830621700235",3,20,2,29,1,5,1,0,1,2,,,9,93,6,41,4,1,3000,2,6,63,1,1,4,"th___ xây",,"làm ru___ng",,"North","15-44",5620718
"141190379600123",3,14,2,24,1,5,1,0,2,,,,9,92,1,1,4,1,3000,2,,,,,,"làm ru___ng",,,,"North","15-44",5620718
"313111148802407",2,31,2,29,1,12,5,0,1,,,,4,41,3,28,6,1,8000,1,,,,,,"Công nhân",,,,"North","15-44",5620718
"010180052900824",5,1,2,29,1,12,3,0,3,,,,7,75,19,97,2,1,10000,2,,,,,,"công nhân may",,,,"North","15-44",5620718
"353521352800622",3,35,2,28,1,12,3,2,1,,,,8,81,21,95,4,1,6000,2,,,,,,"s___a di___n tho___i",,,,"North","15-44",5620718
"012771002700226",3,1,2,37,1,12,4,4,3,,,,8,83,19,98,4,1,7000,2,,,,,,"ch___ c___a hàng S___a ch___a xe máy",,,,"North","15-44",5620718
"012791023400124",5,1,2,41,1,12,3,0,3,,,,9,95,9,56,4,1,12000,2,,,,,,"bán th___c ph___m xúc xích",,,,"North","15-44",5620718
"012821050100524",2,1,2,29,1,12,4,4,3,,,,9,95,21,95,2,1,8000,2,,,,,,"Kinh doanh và s____a ch____a ma__y ti__nh.",,,,"North","15-44",5620718
"141250412000614",4,14,2,33,1,12,3,0,1,,,,9,96,8,52,4,1,9000,1,6,61,1,1,1,"Bôc Vác Thuê Cho Công ty",,"Nông nghi___p",,"North","15-44",5620718
"333251199500230",5,33,2,30,1,12,3,0,1,,,,9,93,3,32,3,1,8000,2,,,,,,"công nhân",,,,"North","15-44",5620718
"333281211500838",2,33,2,32,1,12,4,0,1,,,,7,75,3,31,4,1,8000,2,,,,,,"th___ m___c",,,,"North","15-44",5620718
"100880302200515",4,10,2,35,1,2,1,0,2,,,,6,61,1,1,1,1,0,2,,,,,,"Nông Nghi___p",,,,"North","15-44",5620718
"333301226500222",4,33,2,26,1,12,3,0,3,,,,9,95,21,96,2,1,6000,2,,,,,,"c___t tóc( làm ch___)",,,,"North","15-44",5620718
"141160367301322",5,14,2,32,1,12,4,0,1,,,,7,74,19,97,4,1,5000,1,,,,,,"Th___ Di___n N_____c",,,,"North","15-44",5620718
"333281211500829",1,33,2,18,1,12,3,0,1,,,,7,75,19,98,4,1,6000,2,,,,,,"Th___ m___c",,,,"North","15-44",5620718
"191700573400306",4,19,2,31,1,9,2,0,1,,,,9,93,6,41,4,1,6000,2,9,92,1,1,1,"th___ xây",,"làm ru___ng",,"North","15-44",5620718
"333281211500836",5,33,2,35,1,12,4,0,1,,,,7,75,3,31,4,1,10000,2,,,,,,"th___ m___c",,,,"North","15-44",5620718
"242190757902502",1,24,2,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"North","15-44",5620718
"171550519100917",4,17,2,43,1,7,1,0,2,,,,6,63,1,1,1,2,,,,,,,,"nông nghi___p",,,,"North","15-44",5620718
"151360438100215",1,15,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"North","15-44",5620718
"363661424200824",4,36,2,32,1,12,3,0,3,,,,5,51,21,96,4,1,8000,2,,,,,,"Bán V___t Quay",,,,"North","15-44",5620718
"353511345600527",5,35,2,35,1,12,3,0,1,,,,7,75,3,32,4,1,8000,2,,,,,,"công nhân",,,,"North","15-44",5620718
"333231198300933",5,33,2,36,1,10,2,0,1,,,,7,75,6,41,2,1,10000,2,,,,,,"th___ s__n",,,,"North","15-44",5620718
"171480490300424",4,17,2,32,1,12,5,0,1,,,,5,52,9,56,4,1,21000,2,6,63,1,1,1,"bán hàng ti___p th___",,"làm nông",,"North","15-44",5620718
"100880302200501",4,10,2,20,1,9,2,0,1,,,,9,93,6,41,4,1,0,2,,,,,,"ph___ xây",,,,"North","15-44",5620718
"313131166201925",2,31,2,23,1,9,2,2,1,,,,9,93,6,41,4,1,10000,2,9,94,9,56,4,"ph___ h___",,"ph___c v___",,"North","15-44",5620718
"363611391800309",1,36,2,19,1,12,3,0,1,,,,5,53,21,96,4,1,8000,2,,,,,,"th___ c___t tóc",,,,"North","15-44",5620718
"363601382500318",3,36,2,32,1,12,3,1,1,,,,9,93,4,35,4,1,7000,1,,,,,,"công nhân",,,,"North","15-44",5620718
"010180055302148",2,1,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"North","15-44",5620718
"141220392800617",2,14,2,44,1,5,1,0,1,,,,7,71,6,41,4,1,4800,2,6,61,1,1,4,"th___ xây",,"nông nghi___p",,"North","15-44",5620718
"252300804100423",1,25,2,39,1,5,1,0,2,,,,6,61,1,1,1,2,,,,,,,,"Làm Nông Nghi___p",,,,"North","15-44",5620718
"141160367301319",4,14,2,39,1,9,2,0,2,,,,6,63,1,1,1,1,0,2,9,95,9,56,4,"nông nghi___p",,"ph___ giao ha__ng bia theo xe",,"North","15-44",5620718
"171550519100911",1,17,2,22,1,12,3,0,2,3,,,9,93,7,45,1,1,10000,2,1,10,21,94,5,"s___a ch___a máy móc nông nghi___p",,"bí th__ doàn ___ xóm",,"North","15-44",5620718
"252320822401018",1,25,2,21,1,12,3,0,1,,,,9,96,4,35,6,1,6000,1,,,,,,"công nhân d___ di___n",,,,"North","15-44",5620718
"151380450100520",4,15,2,39,1,12,4,4,2,3,,,9,96,21,96,4,1,9000,2,6,61,1,1,1,"lái xe",,"nông nghi___p",,"North","15-44",5620718
"141160367301306",2,14,2,19,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"North","15-44",5620718
"333301226500224",3,33,2,34,1,12,5,0,3,,,,9,95,21,96,2,1,10000,2,,,,,,"kinh doanh",,,,"North","15-44",5620718
"171480490300416",4,17,2,40,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,"North","15-44",5620718
"012821050100521",2,1,2,25,1,12,4,0,3,,,,9,95,7,47,4,1,10000,2,,,,,,"Kinh doanh",,,,"North","15-44",5620718
"141190379600138",3,14,2,15,1,9,2,0,2,,,,6,62,1,1,4,2,,,,,,,,"nông nghi___p",,,,"North","15-44",5620718
"252300804100402",3,25,2,33,1,9,2,0,1,,,,9,93,19,98,2,1,0,2,6,61,1,1,4,"T___ di làm công cho C___a Hàng C__ Khí",,"Tr___ng cây keo",,"North","15-44",5620718
"242180746200310",1,24,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"North","15-44",5620718
"333291217800836",4,33,2,32,1,12,5,0,3,,,,9,95,7,47,2,1,10000,2,,,,,,"t___ kinh doanh _ l___p d___t khung nhôm c___a kính",,,,"North","15-44",5620718
"313131166201923",3,31,2,34,1,7,2,0,1,,,,9,93,6,41,4,1,9000,2,,,,,,"ph___ h___",,,,"North","15-44",5620718
"353511345600525",3,35,2,32,1,12,3,0,1,,,,7,75,3,32,4,1,5000,2,,,,,,"công nhân",,,,"North","15-44",5620718
"242190757902509",1,24,2,33,1,7,1,0,3,,,,5,52,7,47,4,1,7000,2,,,,,,"bán t___p hóa",,,,"North","15-44",5620718
"313141172800825",1,31,2,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"North","15-44",5620718
"918993073604360",1,91,1,29,1,8,2,0,3,,,,9,93,21,96,4,1,9000,2,,,,,,"PH___ H___",,,,"South","15-44",4046920
"898833028300936",3,89,1,40,1,9,2,0,3,,,,9,93,3,14,4,1,5000,1,,,,,,"CÔNG NHÂN",,,,"South","15-44",4046920
"747252597801138",3,74,1,40,1,7,1,0,1,,,,9,93,8,49,4,1,10000,2,,,,,,"Tài x___ lái xe t___i",,,,"South","15-44",4046920
"757312599313828",1,75,1,18,1,12,3,0,1,,,,9,96,8,53,4,1,4000,1,,,,,,"dóng gói thùng hàng",,,,"South","15-44",4046920
"929193118600711",1,92,1,17,1,11,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"747182577400825",1,74,1,15,1,9,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"747252597801127",3,74,1,37,1,8,1,0,3,,,,8,83,7,45,2,1,5000,2,,,,,,"th___ s___a xe máy",,,,"South","15-44",4046920
"747252596905822",2,74,1,35,1,5,1,0,1,,,,8,81,3,24,4,1,10000,2,,,,,,"công nhân c__ khí",,,,"South","15-44",4046920
"747232593306125",2,74,1,18,1,12,3,2,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"898833030706356",2,89,1,35,1,8,2,0,3,,,,9,92,1,1,4,1,2000,2,,,,,,"LÀM RU___NG",,,,"South","15-44",4046920
"918993074502604",3,91,1,33,1,12,4,0,1,,,,4,41,10,61,4,1,6000,1,,,,,,"NHÂN VIÊN VAN PHÒNG",,,,"South","15-44",4046920
"706892519503606",2,70,1,30,1,12,4,0,1,,,,3,33,6,42,4,1,20000,1,,,,,,"Qu___n lý ( s___t thép)",,,,"South","15-44",4046920
"929193118600729",3,92,1,28,1,12,3,0,3,,,,9,95,9,56,4,1,5000,2,,,,,,"Kinh doanh thuc uong",,,,"South","15-44",4046920
"797692686000621",2,79,1,37,1,9,2,0,3,,,,9,93,8,49,4,1,12000,2,,,,,,"tài x___",,,,"South","15-44",4046920
"777472653903901",4,77,1,41,1,12,3,0,1,,,,0,2,15,84,5,1,10000,1,,,,,,"công an",,,,"South","15-44",4046920
"797662696501718",2,79,1,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"747212581312634",4,74,1,35,1,12,4,2,1,,,,7,75,3,22,6,1,7500,1,,,,,,"công nhân s___n xu___t nh___a",,,,"South","15-44",4046920
"959543182802424",3,95,1,25,1,12,3,0,1,,,,9,93,3,13,4,1,7000,1,,,,,,"Cong nhan may",,,,"South","15-44",4046920
"747182576801108",2,74,1,23,1,11,2,0,1,,,,7,75,3,16,4,1,6500,1,,,,,,"Công nhân l___p ráp gh___ sofa",,,,"South","15-44",4046920
"797652693500928",1,79,1,23,1,10,2,1,1,,,,9,94,9,56,4,1,6000,1,,,,,,"nv nhà hàng",,,,"South","15-44",4046920
"706892519503624",3,70,1,35,1,12,3,0,3,,,,9,95,9,56,4,1,30000,2,9,95,7,47,4,"Kinh doanh bán trái cây",,"KINH DOANH NHÀ XE",,"South","15-44",4046920
"797602676100739",1,79,1,29,1,12,5,2,1,,,,4,44,9,56,4,1,9000,1,,,,,,"ph___c v___ an u___ng",,,,"South","15-44",4046920
"797662696501729",1,79,1,27,1,12,5,3,1,,,,7,72,3,24,6,1,12000,1,,,,,,"nhân viên thi___t k___ khuôn lãnh v__c c__ khí",,,,"South","15-44",4046920
"939313134000620",3,93,1,30,1,12,3,0,1,,,,6,61,1,1,4,1,10000,1,,,,,,"công nhân",,,,"South","15-44",4046920
"747182575600240",2,74,1,42,1,12,3,1,1,,,,7,75,3,14,4,1,10000,1,,,,,,"Công nhân may m___c",,,,"South","15-44",4046920
"959613189103831",2,95,1,16,1,5,1,0,3,,,,9,96,7,47,4,1,3000,2,,,,,,"bán ve so",,,,"South","15-44",4046920
"757312602013825",1,75,1,31,1,6,0,0,1,,,,9,93,6,41,4,1,8000,2,,,,,,"th____ xây d____ng",,,,"South","15-44",4046920
"706952536300633",1,70,1,24,1,6,0,0,1,,,,7,71,6,42,4,1,13000,2,,,,,,"Th___ Xây D___ng",,,,"South","15-44",4046920
"828152825800332",3,82,1,28,1,12,3,0,1,,,,9,95,9,56,1,1,14000,2,,,,,,"buôn ba__n",,,,"South","15-44",4046920
"777472651800432",3,77,1,30,1,12,3,0,1,,,,7,71,6,42,2,1,8000,2,,,,,,"ph___ h___",,,,"South","15-44",4046920
"727092563000622",2,72,1,25,1,12,4,0,1,,,,5,52,12,68,4,1,3000,1,,,,,,"sale b___t d___ng s___n",,,,"South","15-44",4046920
"747232591200834",2,74,1,20,1,6,1,0,1,,,,7,75,3,15,6,1,7500,1,,,,,,"công nhân ghê sofa",,,,"South","15-44",4046920
"797672702509530",2,79,1,37,1,12,3,0,1,,,,7,75,3,14,4,1,10000,2,,,,,,"công nhân may",,,,"South","15-44",4046920
"797692686000619",1,79,1,30,1,9,2,0,3,,,,7,75,6,41,4,1,15000,2,,,,,,"th___ s__n",,,,"South","15-44",4046920
"706892519503626",1,70,1,36,1,11,2,0,3,,,,5,51,21,96,2,1,10000,2,,,,,,"th___ c___t tóc",,,,"South","15-44",4046920
"797672702509534",1,79,1,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"797642688207930",1,79,1,38,1,12,3,1,1,,,,9,93,8,49,4,1,10000,1,9,93,9,55,2,"tài x___",,"ch___y xe",,"South","15-44",4046920
"727122573501225",1,72,1,19,1,9,2,0,3,,,,9,95,7,47,2,1,3000,2,,,,,,"bán hàng online",,,,"South","15-44",4046920
"777482655800312",3,77,1,44,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"797672702509503",2,79,1,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"797682707600522",1,79,1,19,1,12,3,0,1,,,,5,52,9,56,4,1,3000,2,,,,,,"PH___C V___ QUÁN N_____C",,,,"South","15-44",4046920
"797642689803229",4,79,1,33,1,8,1,0,1,,,,9,96,3,32,4,1,8000,2,,,,,,"CÔNG NHÂN",,,,"South","15-44",4046920
"777532668000537",4,77,1,36,1,9,2,0,1,,,,9,93,6,41,4,1,12000,2,,,,,,"làm h___",,,,"South","15-44",4046920
"757312600203735",1,75,1,15,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"797732728300933",2,79,1,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"828152825800326",2,82,1,25,1,9,2,0,1,,,,9,93,6,41,4,1,11000,2,,,,,,"Xây d___ng",,,,"South","15-44",4046920
"797702714201230",4,79,1,29,1,7,1,1,1,,,,5,54,21,94,4,1,7500,1,,,,,,"b___o v___",,,,"South","15-44",4046920
"929233121902823",1,92,1,15,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"706952536300612",1,70,1,24,1,7,1,0,1,,,,5,52,21,96,4,1,8000,1,,,,,,"nhân viên bán hàng ___ bách hóa xanh",,,,"South","15-44",4046920
"706892519503622",4,70,1,30,1,10,2,0,1,,,,9,95,8,49,4,1,16000,1,,,,,,"GIAO HÀNG TI___T KI___M",,,,"South","15-44",4046920
"929163112901422",4,92,1,39,1,6,0,0,3,,,,7,74,4,35,4,1,9000,2,,,,,,"th___ di___n",,,,"South","15-44",4046920
"797692682107427",1,79,1,22,1,12,3,0,1,,,,9,96,21,96,4,1,5000,2,,,,,,"nhân viên r___a xe máy",,,,"South","15-44",4046920
"898833028300932",3,89,1,29,1,9,2,0,3,,,,9,96,6,41,4,1,6000,2,,,,,,"PH___ H___",,,,"South","15-44",4046920
"757362620601325",1,75,1,17,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"797732728300937",2,79,1,27,1,12,5,0,1,,,,4,41,11,66,4,1,15000,1,,,,,,"NHÂN VIÊN VAN PHÒNG ( D___CH V___)",,,,"South","15-44",4046920
"797782748104329",4,79,1,38,1,12,4,0,3,,,,9,95,16,85,2,2,,,,,,,,"bán van phòng ph___m",,,,"South","15-44",4046920
"959613189103830",4,95,1,36,1,12,5,4,1,,,,4,41,15,84,5,1,3800,1,,,,,,"can bo",,,,"South","15-44",4046920
"747212581312632",2,74,1,29,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"777472653903904",4,77,1,39,1,12,3,4,1,,,,9,93,3,33,4,1,8000,1,,,,,,"công nhân c__ khí",,,,"South","15-44",4046920
"959613189103836",3,95,1,41,1,12,5,4,1,,,,4,41,16,85,5,1,5000,1,,,,,,"Cong chuc nha nuoc",,,,"South","15-44",4046920
"919093101800527",3,91,1,38,1,12,3,0,2,,,,6,62,1,1,1,1,8000,2,,,,,,"nuôi tôm",,,,"South","15-44",4046920
"797772743904025",1,79,1,28,1,9,2,0,3,,,,7,71,6,41,4,1,8000,2,,,,,,"s__n n_____c",,,,"South","15-44",4046920
"747252597801136",1,74,1,28,1,7,0,0,1,,,,9,93,8,49,4,1,4000,2,,,,,,"Ch___y xe t___i",,,,"South","15-44",4046920
"797602676100724",1,79,1,18,1,12,3,1,1,,,,9,95,9,56,4,1,4000,2,,,,,,"ph___c v___ quán n_____c",,,,"South","15-44",4046920
"727092563000636",2,72,1,39,1,9,2,0,1,,,,7,75,3,14,6,1,7000,1,,,,,,"công nhân may",,,,"South","15-44",4046920
"747182575600221",1,74,1,32,1,3,0,0,1,,,,7,71,6,41,4,1,4000,2,,,,,,"dóng la phông",,,,"South","15-44",4046920
"757312602013824",2,75,1,40,1,5,0,0,1,,,,9,93,6,41,4,1,0,2,9,92,1,1,1,"th____ xây",,"da__nh ba__t ca__",,"South","15-44",4046920
"919093101800534",3,91,1,32,1,12,3,0,1,,,,9,93,6,41,1,1,6000,2,,,,,,"th___ h___",,,,"South","15-44",4046920
"797652691102823",1,79,1,44,1,6,1,1,1,,,,9,96,8,52,4,1,6000,2,,,,,,"công nhân b___c x___p",,,,"South","15-44",4046920
"706892519503621",2,70,1,15,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"777472652703536",3,77,1,34,1,7,0,0,1,,,,9,93,6,41,4,1,13000,2,9,91,21,96,2,"Th___ s__n n_____c",,"gi___ xe",,"South","15-44",4046920
"757312600203726",5,75,1,36,1,12,3,2,1,,,,5,52,3,10,6,1,20000,1,,,,,,"nhân viên bán hàng",,,,"South","15-44",4046920
"747182575600238",3,74,1,31,1,12,3,1,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"929193118600706",1,92,1,42,1,12,3,0,1,,,,4,41,11,65,4,1,8000,1,,,,,,"NHÂN VIÊN VAN PHÒNG",,,,"South","15-44",4046920
"797602674601055",1,79,1,17,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"777472650600807",3,77,1,32,1,12,5,0,1,,,,3,31,1,3,5,1,10000,1,,,,,,"TH___Y TH___",,,,"South","15-44",4046920
"828152825800324",3,82,1,27,1,12,3,0,1,,,,9,93,3,10,4,1,8000,1,,,,,,"Công nhân",,,,"South","15-44",4046920
"727092563000631",1,72,1,35,1,9,2,0,3,,,,7,74,3,33,2,1,10000,2,,,,,,"m___ ti___m s___a ch___a d___ di___n t___",,,,"South","15-44",4046920
"777542671902542",1,77,1,28,1,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"797662700401128",4,79,1,41,1,12,3,0,1,,,,6,63,1,2,4,1,15000,2,9,96,21,96,4,"làm g___",,"ch___y xe",,"South","15-44",4046920
"727122573501226",4,72,1,35,1,8,1,0,1,,,,9,93,6,41,4,1,8000,2,,,,,,"LÀM h___",,,,"South","15-44",4046920
"797702714201234",4,79,1,37,1,11,2,1,3,,,,7,75,19,97,4,1,13000,2,,,,,,"công nhân giày",,,,"South","15-44",4046920
"747252598722932",3,74,1,28,1,5,1,0,1,,,,7,72,3,24,4,1,10000,1,,,,,,"th___ d___p nhôm",,,,"South","15-44",4046920
"919093101800540",3,91,1,35,1,10,2,0,2,,,,6,61,1,1,1,1,16000,2,,,,,,"nuôi tôm",,,,"South","15-44",4046920
"797702714201232",4,79,1,29,1,6,1,1,3,,,,5,52,7,47,4,1,12000,2,,,,,,"buon bán",,,,"South","15-44",4046920
"919093101800538",3,91,1,37,1,9,2,0,1,,,,9,93,6,41,1,1,9000,2,,,,,,"th___ h___",,,,"South","15-44",4046920
"777482655800331",1,77,1,37,1,5,1,0,2,,,,9,95,3,10,2,1,8000,2,,,,,,"buôn bán",,,,"South","15-44",4046920
"797612678206132",5,79,1,40,1,9,2,0,3,,,,9,94,9,56,4,1,5000,2,,,,,,"bán quán an",,,,"South","15-44",4046920
"797612677003005",2,79,1,17,1,10,2,0,1,,,,9,91,9,56,4,1,3000,2,,,,,,"phu quan an",,,,"South","15-44",4046920
"929233121902818",2,92,1,37,1,5,1,0,2,,,,9,92,1,1,1,1,5000,2,,,,,,"làm nông",,,,"South","15-44",4046920
"898833030706308",4,89,1,38,1,4,1,0,1,,,,9,96,6,41,4,1,3000,2,,,,,,"TH___ H___",,,,"South","15-44",4046920
"757312599606410",2,75,1,15,1,10,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"919093101800521",1,91,1,23,1,12,3,0,2,,,,6,62,1,3,1,1,6000,2,,,,,,"nuôi tôm",,,,"South","15-44",4046920
"797772743904027",2,79,1,31,1,12,3,2,1,,,,7,74,3,27,5,1,8000,1,,,,,,"th___ di___n",,,,"South","15-44",4046920
"747252596905824",4,74,1,33,1,9,2,0,1,,,,7,75,3,14,4,1,10000,2,,,,,,"công nhân m___y m___c",,,,"South","15-44",4046920
"747182574702130",2,74,1,25,1,12,3,1,1,,,,4,43,14,82,4,1,9000,1,,,,,,"nhân viên van phòng",,,,"South","15-44",4046920
"747182574702121",1,74,1,28,1,11,2,2,1,,,,5,51,9,56,6,1,9000,1,,,,,,"ch___y grab",,,,"South","15-44",4046920
"918993074502632",4,91,1,40,1,6,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"747232591200829",2,74,1,29,1,6,1,0,3,,,,7,75,3,16,4,1,6000,2,,,,,,"công nhân làm g___",,,,"South","15-44",4046920
"828232865100826",2,82,1,22,1,5,1,0,1,,,,9,92,1,1,6,1,8000,2,9,93,6,42,5,"làm thanh long",,"di ph___ h___",,"South","15-44",4046920
"797752736700108",1,79,1,25,1,7,2,0,1,,,,9,93,3,28,4,1,6000,2,,,,,,"cho hang",,,,"South","15-44",4046920
"797602674601045",1,79,1,18,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"757312599313826",3,75,1,37,1,12,6,0,1,,,,4,41,14,82,5,1,10000,1,,,,,,"công ch___c",,,,"South","15-44",4046920
"706952536300632",1,70,1,32,1,11,2,0,1,,,,9,93,6,42,4,1,10000,2,,,,,,"Ph___ h___",,,,"South","15-44",4046920
"757312599606451",1,75,1,19,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"939313134000625",1,93,1,29,1,12,4,0,1,,,,5,53,21,96,4,1,6000,2,,,,,,"l___ tân khách s___n",,,,"South","15-44",4046920
"797652691102833",1,79,1,19,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"959613189103824",4,95,1,40,1,5,1,0,1,,,,9,92,21,96,4,1,6000,1,,,,,,"Cong nhan may",,,,"South","15-44",4046920
"797762741801101",4,79,1,38,1,12,5,0,1,,,,4,41,17,86,5,1,20000,1,,,,,,"NHÂN VIÊN VAN PHÒNG ( B___NH VI___N NHÀ N_____C)",,,,"South","15-44",4046920
"797672702509523",1,79,1,41,1,5,1,0,3,,,,9,95,9,56,2,1,3000,2,,,,,,"buôn bán n_____c u___ng",,,,"South","15-44",4046920
"747232593306138",1,74,1,18,1,9,2,0,1,,,,9,93,21,96,4,1,5000,2,,,,,,"shipper hàng bánh k___o",,,,"South","15-44",4046920
"706952536300626",1,70,1,38,1,8,1,0,3,,,,7,71,6,41,2,1,18000,2,,,,,,"th___ s__n n_____c",,,,"South","15-44",4046920
"929193118600722",2,92,1,40,1,8,2,0,1,,,,8,82,3,24,4,1,8000,1,,,,,,"công nhân x_____ng c__ khí",,,,"South","15-44",4046920
"777532668000532",3,77,1,40,1,5,0,0,1,,,,9,93,6,42,4,1,8000,2,,,,,,"phu__ hô__",,,,"South","15-44",4046920
"747242595102626",4,74,1,40,1,12,3,0,3,,,,9,95,9,56,2,1,15000,2,5,51,9,56,4,"buôn bán rau",,"giáo hàng",,"South","15-44",4046920
"797682707600516",2,79,1,17,1,11,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"797732728300927",1,79,1,30,1,12,5,0,1,,,,3,36,16,85,5,1,10000,1,,,,,,"GIÁO VIÊN",,,,"South","15-44",4046920
"797662700401118",4,79,1,42,1,12,5,0,3,,,,3,31,13,74,4,1,15000,2,,,,,,"k___ thu___t di___n",,,,"South","15-44",4046920
"727032548000532",4,72,1,36,1,8,1,0,3,,,,8,83,8,49,2,1,20000,2,,,,,,"tài x___ xe múc ( múc d___t)",,,,"South","15-44",4046920
"797762741801142",4,79,1,44,1,8,1,0,3,,,,9,95,9,56,4,2,,,,,,,,"Buôn bán bún riêu",,,,"South","15-44",4046920
"706952536300621",1,70,1,37,1,12,3,1,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"828152825800330",3,82,1,32,1,8,1,0,1,,,,9,93,6,41,4,1,13000,2,,,,,,"làm h___",,,,"South","15-44",4046920
"777472653903936",1,77,1,21,1,12,3,0,3,,,,7,75,21,96,2,1,10000,2,,,,,,"Ch___ ti___m tóc",,,,"South","15-44",4046920
"777472651800407",3,77,1,36,1,12,5,2,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"747182574702132",1,74,1,26,1,9,2,0,3,,,,9,95,21,96,6,1,9000,2,,,,,,"Tài x___ công ngh___",,,,"South","15-44",4046920
"757312599606449",2,75,1,15,1,10,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"747232591200827",3,74,1,29,1,10,2,1,3,,,,7,75,21,96,4,1,8000,2,,,,,,"ch___ ti___m tóc",,,,"South","15-44",4046920
"797692682107421",2,79,1,40,1,12,3,0,1,,,,5,51,8,49,6,1,10000,1,,,,,,"tài x___ ch___y Grap",,,,"South","15-44",4046920
"828152825800334",4,82,1,32,1,12,3,0,1,,,,9,93,3,14,4,1,6000,2,,,,,,"công nhân",,,,"South","15-44",4046920
"747182575600227",3,74,1,42,1,10,2,0,1,,,,7,75,3,14,4,1,10000,1,,,,,,"công nhân may",,,,"South","15-44",4046920
"797702714201223",3,79,1,37,1,12,5,4,3,,,,5,52,19,98,4,1,10000,2,,,,,,"kính doanh c___ phe",,,,"South","15-44",4046920
"747232593306103",1,74,1,40,1,9,2,0,1,,,,7,72,3,25,6,1,7000,1,,,,,,"công nhân s___n xu___t xe d___p",,,,"South","15-44",4046920
"898833030706350",3,89,1,29,1,12,3,0,1,,,,8,82,4,35,4,1,4500,1,,,,,,"NHÂN VIÊN DI___N LANH",,,,"South","15-44",4046920
"747182575600229",1,74,1,37,1,10,2,0,1,,,,7,75,3,14,6,1,8000,1,,,,,,"công nhân may",,,,"South","15-44",4046920
"747252598722930",3,74,1,35,1,12,3,0,1,,,,7,75,3,14,6,1,5500,1,,,,,,"công nhân b___c vác",,,,"South","15-44",4046920
"797682707600526",1,79,1,20,1,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4046920
"777532668000529",1,77,1,18,1,8,1,0,1,,,,5,52,18,93,4,1,5300,2,,,,,,"qua__n ly__ qua__n ne__t",,,,"South","15-44",4046920
