"ID","pid","MATINH","Urban_Rural","age","gender","Q302","Q303A","Q303B","Q304_1","Q304_2","Q304_3","Q304_4","Q305A1","Q305A2","Q305B1","Q305B2","Q306","Q307","Q308","Q309","Q310A1","Q310A2","Q310B1","Q310B2","Q311","Q305A","Q305B","Q310AA","Q310B","region3","agegroup","weight"
"808002786500418",2,80,1,44,2,7,1,0,1,,,,9,95,9,56,4,1,6000,2,,,,,,"buôn bán",,,,"South","15-44",4146792
"706952536300635",2,70,1,34,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"929233121902802",2,92,1,41,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797612677003029",3,79,1,28,2,6,1,0,3,,,,7,75,21,96,4,1,5000,2,,,,,,"gia công may",,,,"South","15-44",4146792
"747182576801109",4,74,1,38,2,12,5,0,1,,,,4,42,15,84,5,1,5200,1,,,,,,"làm ___y ban",,,,"South","15-44",4146792
"797772745708025",2,79,1,40,2,9,1,0,3,,,,7,75,3,14,4,1,5000,2,,,,,,"May d___ t___i nhà",,,,"South","15-44",4146792
"747232591200801",1,74,1,17,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797602674601049",1,79,1,23,2,12,3,0,1,,,,5,52,3,14,4,1,8000,2,,,,,,"nhân viên bán hàng",,,,"South","15-44",4146792
"747232593306123",1,74,1,36,2,12,3,0,1,,,,7,75,3,14,6,2,,,,,,,,"Công nhân may",,,,"South","15-44",4146792
"747212581312621",2,74,1,38,2,2,0,0,3,,,,9,95,9,56,4,1,3000,2,,,,,,"Buôn bán d___a",,,,"South","15-44",4146792
"797672702509507",2,79,1,36,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757312603501130",2,75,1,24,2,12,5,0,1,,,,4,41,4,35,6,1,12000,1,,,,,,"nhân viên",,,,"South","15-44",4146792
"797762741801129",1,79,1,22,2,12,5,0,1,,,,4,42,14,79,4,1,4000,2,,,,,,"NHÂN VIÊN VAN PHÒNG",,,,"South","15-44",4146792
"747232593306129",2,74,1,22,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"959613189103833",2,95,1,32,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"808002786500431",1,80,1,15,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"808002786500437",3,80,1,27,2,10,2,0,1,,,,7,75,21,96,4,1,5000,2,,,,,,"th___ làm tóc",,,,"South","15-44",4146792
"757312600203724",3,75,1,26,2,12,3,0,1,,,,9,93,3,26,6,1,11000,1,,,,,,"công nhân",,,,"South","15-44",4146792
"777472652703537",2,77,1,26,2,11,2,0,3,,,,9,95,9,56,2,1,2000,2,,,,,,"Buôn bán Trái Cây",,,,"South","15-44",4146792
"797732728300922",2,79,1,29,2,12,4,4,1,,,,4,41,16,85,5,1,10000,1,,,,,,"NHÂN VIÊN VAN PHÒNG ( K___ TOÁN)",,,,"South","15-44",4146792
"797782748104323",2,79,1,24,2,12,5,0,1,,,,998,998,18,90,6,1,10000,1,3,35,21,96,4,"H___A SI CÔNG TY TRUY___N TRANH",,"THI___T K___ D___ H___A",,"South","15-44",4146792
"747232593306132",1,74,1,41,2,9,2,0,1,,,,7,75,3,14,6,1,7000,1,,,,,,"Công nhân May",,,,"South","15-44",4146792
"898843031605826",3,89,1,34,2,1,1,0,3,,,,9,93,14,49,4,1,2000,2,9,91,21,96,4,"GÔM XE D___Y M_____N",,"LÀM M_____N",,"South","15-44",4146792
"797662696501722",3,79,1,31,2,12,3,0,3,,,,7,75,18,90,2,1,10000,2,,,,,,"Ch___ ti___m tóc",,,,"South","15-44",4146792
"878702997101702",1,87,1,19,2,12,3,0,1,,,,7,75,3,13,4,1,3200,1,,,,,,"công nhân may",,,,"South","15-44",4146792
"797612678206127",3,79,1,37,2,12,4,1,3,,,,3,36,16,85,4,1,6000,1,,,,,,"Giáo viên",,,,"South","15-44",4146792
"828152825800329",1,82,1,23,2,12,3,1,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"727092563000629",1,72,1,26,2,12,4,0,1,,,,4,41,13,69,4,1,12000,1,,,,,,"K___ TOÁN",,,,"South","15-44",4146792
"797692682107401",1,79,1,19,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"929173115400727",2,92,1,34,2,5,0,0,3,,,,7,75,21,96,4,1,2000,2,,,,,,"lam th___ tóc",,,,"South","15-44",4146792
"747232593306137",2,74,1,29,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747242595102614",3,74,1,21,2,12,3,2,1,,,,5,52,9,56,6,1,4900,1,,,,,,"d___u b___p bánh",,,,"South","15-44",4146792
"929173115400737",3,92,1,30,2,9,2,0,3,,,,9,96,7,47,4,1,2000,2,,,,,,"bán online",,,,"South","15-44",4146792
"797642689803217",3,79,1,42,2,12,3,0,1,,,,5,52,9,56,4,1,5000,1,,,,,,"Nhân viên th___c ph___m vissan",,,,"South","15-44",4146792
"898833028300926",4,89,1,40,2,9,2,0,3,,,,9,95,21,96,4,1,10000,2,,,,,,"BUÔN BÁN",,,,"South","15-44",4146792
"797642688207931",2,79,1,31,2,12,5,0,1,,,,4,44,12,68,4,1,9000,1,9,95,9,47,2,"nvvp",,"bán hàng online, bán s___a",,"South","15-44",4146792
"747182577400827",1,74,1,37,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747182574702125",3,74,1,21,2,7,1,0,3,,,,9,91,19,97,4,1,8000,1,,,,,,"d___n d___p nhà thuê",,,,"South","15-44",4146792
"747182577400829",2,74,1,25,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"828152825800331",1,82,1,22,2,9,2,0,1,,,,5,52,3,13,4,1,5000,2,,,,,,"nhân viên bán hàng",,,,"South","15-44",4146792
"747252598722929",2,74,1,24,2,1,0,0,1,,,,9,93,3,14,6,1,8000,1,,,,,,"công nhân s___n xu___t d___ giày",,,,"South","15-44",4146792
"959613189103827",2,95,1,33,2,12,5,4,1,,,,1,11,17,87,5,1,3100,1,,,,,,"cong chuc nha nuoc",,,,"South","15-44",4146792
"797612677003028",5,79,1,30,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747232591200821",3,74,1,43,2,5,1,1,3,,,,9,95,9,56,4,1,6000,2,,,,,,"Buôn bán cà phê",,,,"South","15-44",4146792
"918993074502634",2,91,1,39,2,9,2,0,3,,,,9,96,19,97,4,1,2000,2,9,96,21,96,4,"LAO D___NG T___ DO",,"BÁN CHÁU",,"South","15-44",4146792
"797772745708036",2,79,1,36,2,9,2,0,3,,,,9,96,3,14,4,1,8000,2,,,,,,"th___ may t___i nhà",,,,"South","15-44",4146792
"808002786500438",2,80,1,19,2,7,1,0,3,,,,8,82,7,45,4,1,9000,2,,,,,,"s___a xe",,,,"South","15-44",4146792
"757312599606441",1,75,1,30,2,12,3,0,3,,,,9,95,9,56,4,1,10000,2,,,,,,"buôn ba__n",,,,"South","15-44",4146792
"797772743904026",4,79,1,38,2,7,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757312603501138",3,75,1,32,2,12,5,0,1,,,,4,43,9,56,4,1,15000,2,,,,,,"quan ly nha hang",,,,"South","15-44",4146792
"929173115400732",4,92,1,34,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747252596905833",3,74,1,26,2,9,1,0,3,,,,7,75,19,97,4,1,7000,2,,,,,,"Máy t___i nhà",,,,"South","15-44",4146792
"898833030706342",2,89,1,43,2,3,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797642688207939",3,79,1,29,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"939313134000617",1,93,1,23,2,12,4,0,1,,,,4,43,21,96,4,1,6500,1,,,,,,"k___ toán",,,,"South","15-44",4146792
"929163114706535",3,92,1,39,2,9,2,0,3,,,,9,96,3,14,4,1,5000,2,,,,,,"TH___ MAY T___I NHÀ",,,,"South","15-44",4146792
"747232593306139",1,74,1,35,2,12,3,0,3,,,,9,95,9,56,2,1,7000,2,,,,,,"buôn bán hàng an",,,,"South","15-44",4146792
"797752736700132",2,79,1,31,2,6,2,0,1,,,,9,94,19,98,4,1,7000,2,,,,,,"noi tro",,,,"South","15-44",4146792
"777532668000521",1,77,1,35,2,12,3,0,1,,,,4,43,4,35,6,1,6000,1,,,,,,"nhân viên van phòng",,,,"South","15-44",4146792
"757312599313829",3,75,1,31,2,12,4,0,1,,,,9,95,7,47,2,1,25000,2,,,,,,"kinh doanh t___ do",,,,"South","15-44",4146792
"747212581312633",3,74,1,37,2,9,1,0,3,,,,7,75,3,26,2,1,1200,2,,,,,,"Gia công hàng di___n t___",,,,"South","15-44",4146792
"797692682107426",3,79,1,36,2,12,3,0,3,,,,9,95,9,56,4,1,8000,2,,,,,,"buôn bán l___u bò",,,,"South","15-44",4146792
"797702714201237",2,79,1,34,2,12,4,3,1,,,,4,43,13,69,4,1,8000,1,,,,,,"k___ toán",,,,"South","15-44",4146792
"777472653903918",2,77,1,42,2,12,3,1,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"727032548000522",2,72,1,24,2,12,5,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"727032548000526",1,72,1,31,2,7,1,0,3,,,,9,95,9,56,4,1,45000,2,,,,,,"BUÔN BÁN CÀ PHÊ",,,,"South","15-44",4146792
"939373147300925",3,93,1,27,2,10,3,0,3,,,,9,95,7,46,1,1,2500,2,,,,,,"bán m___ ph___m online",,,,"South","15-44",4146792
"757362620601338",2,75,1,19,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"777472652703527",3,77,1,25,2,6,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"898833028300909",1,89,1,39,2,12,3,0,3,,,,9,95,21,96,4,1,5000,2,,,,,,"BUÔN BÁN GIÀY DÉP",,,,"South","15-44",4146792
"959613189103837",2,95,1,30,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"727122573501221",2,72,1,40,2,12,4,2,1,,,,5,51,3,21,4,1,5000,2,,,,,,"d_____c si",,,,"South","15-44",4146792
"797752736700130",2,79,1,38,2,6,1,0,1,,,,9,96,19,98,4,1,2500,2,,,,,,"gia công",,,,"South","15-44",4146792
"959613189103839",2,95,1,41,2,8,5,0,1,,,,9,94,21,95,4,1,6000,2,,,,,,"giúp viec",,,,"South","15-44",4146792
"797602676100732",3,79,1,35,2,6,1,1,3,,,,9,95,21,96,4,1,4500,2,,,,,,"buôn bán",,,,"South","15-44",4146792
"777542671902540",1,77,1,37,2,9,2,0,1,,,,9,93,4,35,6,1,7000,1,,,,,,"công nhân",,,,"South","15-44",4146792
"777472652703539",2,77,1,25,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757312602013821",4,75,1,38,2,12,3,3,3,,,,9,95,7,47,2,1,10000,2,,,,,,"buôn ba__n dô__ diê__n gia du__ng",,,,"South","15-44",4146792
"919093101800524",3,91,1,29,2,12,3,0,3,,,,7,75,21,96,1,1,10000,2,,,,,,"th___ u___n tóc",,,,"South","15-44",4146792
"918993073604359",2,91,1,36,2,9,2,0,3,,,,9,96,6,41,4,1,7000,2,,,,,,"LÀM H___",,,,"South","15-44",4146792
"939313134000612",3,93,1,33,2,12,4,0,3,,,,5,52,17,86,4,1,5000,2,,,,,,"buôn b___n nhà thu___c",,,,"South","15-44",4146792
"797602676100730",3,79,1,35,2,5,1,1,1,,,,9,95,21,96,4,1,3000,2,,,,,,"bu___n bán",,,,"South","15-44",4146792
"757312605611638",3,75,1,37,2,10,2,0,2,,,,9,95,7,47,2,1,5000,2,,,,,,"buôn bán",,,,"South","15-44",4146792
"929173116500725",1,92,1,31,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"939373147300908",4,93,1,33,2,7,1,0,3,,,,9,96,7,46,1,1,3000,2,,,,,,"buon bán h___i san",,,,"South","15-44",4146792
"747182575600233",1,74,1,24,2,12,3,0,3,,,,9,95,9,56,2,1,10000,2,,,,,,"Buôn bán trà s___a",,,,"South","15-44",4146792
"898833028300927",2,89,1,30,2,10,3,0,3,,,,7,75,21,96,4,1,5000,2,,,,,,"LÀM MÓNG",,,,"South","15-44",4146792
"797642688207927",1,79,1,20,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"727122573501235",3,72,1,37,2,6,1,0,3,,,,9,95,7,47,4,1,2000,2,,,,,,"Buôn bán t___p hóa",,,,"South","15-44",4146792
"797752736102243",2,79,1,37,2,5,1,1,3,,,,9,95,21,96,4,1,9000,2,,,,,,"nail",,,,"South","15-44",4146792
"757312599606413",2,75,1,39,2,12,5,0,3,,,,9,95,9,56,4,1,5000,2,,,,,,"buôn bán n_____c",,,,"South","15-44",4146792
"777472651800421",1,77,1,35,2,12,5,0,1,,,,4,44,3,22,6,1,10000,1,,,,,,"Nhân viên van phòng ( xu___t kh___u hàng hóa)",,,,"South","15-44",4146792
"727092563000635",3,72,1,30,2,9,2,0,1,,,,9,93,3,14,4,1,5000,1,,,,,,"công nhân may cho công ty",,,,"South","15-44",4146792
"757312600203740",3,75,1,18,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757312600203734",2,75,1,41,2,12,5,0,1,,,,4,41,13,69,6,1,20000,1,,,,,,"nhân viên van pho__ng",,,,"South","15-44",4146792
"898833028300925",3,89,1,33,2,12,3,0,3,,,,7,75,21,96,4,1,6000,2,,,,,,"BUÔN BÁN GI___Y DÉP",,,,"South","15-44",4146792
"797642689803223",3,79,1,31,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"777472653903921",2,77,1,39,2,12,4,0,1,,,,4,41,6,42,4,1,9000,1,,,,,,"Nvvp ( th____ng m___i xây d___ng)",,,,"South","15-44",4146792
"777472650600839",3,77,1,33,2,5,1,0,3,,,,9,95,9,56,2,1,2000,2,,,,,,"Buôn bán rau qu___",,,,"South","15-44",4146792
"929163114706531",3,92,1,39,2,12,3,0,3,,,,7,75,21,96,4,1,1000,2,,,,,,"TH___ MAY",,,,"South","15-44",4146792
"777542671902544",1,77,1,25,2,9,2,0,1,,,,9,93,3,14,6,1,8000,1,,,,,,"công nhân",,,,"South","15-44",4146792
"918993074502613",3,91,1,44,2,12,5,0,3,,,,9,96,21,96,4,1,20000,2,,,,,,"BUÔN BÁN D___ DÙNG",,,,"South","15-44",4146792
"757312599313835",1,75,1,24,2,12,3,0,1,,,,9,95,3,14,6,1,8000,1,,,,,,"Làm công ty",,,,"South","15-44",4146792
"757312599313834",1,75,1,18,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797662696501728",4,79,1,38,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"777472650600821",2,77,1,39,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747252598722925",2,74,1,36,2,12,3,0,1,,,,9,93,3,14,6,1,8000,1,,,,,,"công nhân giày da",,,,"South","15-44",4146792
"706892519503634",3,70,1,37,2,10,2,0,3,,,,9,95,9,56,2,1,4000,2,,,,,,"Buôn bán cá viên",,,,"South","15-44",4146792
"757312605611621",2,75,1,18,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747252597801139",3,74,1,37,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747252597801135",3,74,1,39,2,6,1,0,3,,,,9,95,9,56,2,1,2000,2,,,,,,"Buôn bán rau qu___",,,,"South","15-44",4146792
"747252597801131",2,74,1,40,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757312605611637",3,75,1,38,2,5,1,0,1,,,,9,93,4,35,4,1,4000,2,,,,,,"công nhân",,,,"South","15-44",4146792
"777472650600827",1,77,1,29,2,12,4,4,1,,,,4,41,14,82,4,1,7000,1,,,,,,"nhân viên van phòng",,,,"South","15-44",4146792
"777472650600816",2,77,1,43,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"959543182802412",3,95,1,27,2,12,5,0,1,,,,6,62,1,1,4,1,6500,1,,,,,,"K___ TOÁN TH___Y S___N",,,,"South","15-44",4146792
"757312605611640",2,75,1,26,2,3,0,0,1,,,,9,93,4,35,4,1,4000,2,,,,,,"Công nhân",,,,"South","15-44",4146792
"797682707600527",1,79,1,39,2,12,5,0,1,,,,4,41,14,82,4,1,10000,1,,,,,,"Van phòng xu___t nh___p kh___u",,,,"South","15-44",4146792
"898893046302331",3,89,1,37,2,8,2,0,3,,,,9,96,21,96,4,1,6000,2,,,,,,"BÁN BÁNH",,,,"South","15-44",4146792
"828232865100813",2,82,1,18,2,12,3,1,1,,,,9,92,1,1,4,1,5000,2,,,,,,"công nhân",,,,"South","15-44",4146792
"747182577400824",1,74,1,20,2,12,3,0,1,,,,9,95,3,32,4,1,4000,2,,,,,,"gia công lông mi",,,,"South","15-44",4146792
"747242595102612",4,74,1,36,2,4,0,0,3,,,,7,75,3,14,2,1,7000,2,,,,,,"s___a qu___n áo t___i nhà",,,,"South","15-44",4146792
"959543182802425",1,95,1,24,2,12,3,0,1,,,,9,92,3,14,4,1,6500,1,,,,,,"cong nhan may",,,,"South","15-44",4146792
"747232593306122",3,74,1,30,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"898833028300935",1,89,1,25,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747232591200838",2,74,1,40,2,5,0,0,1,,,,7,75,3,14,6,1,10000,1,,,,,,"Công nhân may",,,,"South","15-44",4146792
"747252596905837",2,74,1,30,2,12,4,0,3,,,,9,95,17,86,2,1,7000,2,,,,,,"Buôn Bán Thu___c Tây",,,,"South","15-44",4146792
"757312605611639",1,75,1,30,2,7,1,0,1,,,,9,93,3,14,6,1,4800,2,,,,,,"công nhân",,,,"South","15-44",4146792
"797772745708034",2,79,1,32,2,12,3,0,1,,,,4,42,17,87,4,1,10000,2,,,,,,"công nhân công ty bitaskee",,,,"South","15-44",4146792
"797752736102245",1,79,1,42,2,6,1,1,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"808002786500439",1,80,1,16,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747212581312639",3,74,1,34,2,7,0,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757312603501135",3,75,1,39,2,12,3,0,1,,,,7,75,3,14,6,1,11000,1,,,,,,"cong nhan",,,,"South","15-44",4146792
"747212581312631",2,74,1,27,2,12,3,0,3,,,,9,95,7,47,2,1,2500,2,,,,,,"buôn bán qu___n áo t___i nhà",,,,"South","15-44",4146792
"747212581312627",1,74,1,25,2,1,3,0,1,,,,9,95,9,56,2,1,6000,1,,,,,,"buôn bán",,,,"South","15-44",4146792
"878702997101729",3,87,1,35,2,6,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747212581312624",3,74,1,28,2,12,4,2,3,,,,9,95,9,56,4,1,15000,2,,,,,,"Buôn bán hàng an",,,,"South","15-44",4146792
"918993073604351",2,91,1,42,2,7,2,0,3,,,,9,96,21,96,4,1,5000,2,,,,,,"PHA CH___",,,,"South","15-44",4146792
"706952536300634",3,70,1,31,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797602676100731",3,79,1,42,2,12,3,1,3,,,,9,96,21,96,4,1,8000,1,,,,,,"shipper",,,,"South","15-44",4146792
"757312599313831",1,75,1,24,2,12,3,0,1,,,,9,93,3,26,6,1,7500,1,,,,,,"làm công ty",,,,"South","15-44",4146792
"777482655800308",5,77,1,27,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757312599313823",1,75,1,29,2,12,5,0,1,,,,4,41,3,16,6,1,20000,1,,,,,,"d___ n___i th___t",,,,"South","15-44",4146792
"747182576801125",1,74,1,35,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747182576801107",1,74,1,43,2,12,3,0,1,,,,7,75,3,14,6,1,7000,1,,,,,,"Công nhân May",,,,"South","15-44",4146792
"929163112901412",1,92,1,21,2,12,5,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747242595102623",3,74,1,38,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"919093101800523",1,91,1,42,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797642689803233",2,79,1,37,2,5,1,0,3,,,,9,95,9,56,2,1,3000,2,,,,,,"Buôn bán rau c___",,,,"South","15-44",4146792
"757362620601331",3,75,1,17,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747182574702137",1,74,1,34,2,7,1,0,3,,,,9,95,9,56,2,1,3000,2,,,,,,"Buôn bán cá",,,,"South","15-44",4146792
"797762741801125",1,79,1,40,2,9,2,0,3,,,,9,95,9,56,4,1,9000,2,9,95,9,55,4,"BUÔN BÁN CA PHÊ",,"Cho thuê phòng",,"South","15-44",4146792
"706892519503637",1,70,1,25,2,12,3,0,1,,,,9,94,9,56,2,1,5000,2,,,,,,"Ph___ quán an",,,,"South","15-44",4146792
"797612677003026",1,79,1,27,2,12,4,0,3,,,,9,95,9,56,4,1,7000,2,,,,,,"bán c__m",,,,"South","15-44",4146792
"797692686000632",1,79,1,20,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797652693500932",1,79,1,27,2,12,3,1,1,,,,5,52,7,47,4,1,12000,1,,,,,,"nv bán hàng",,,,"South","15-44",4146792
"747182576801105",2,74,1,29,2,9,2,0,3,,,,7,75,21,96,4,1,2500,2,,,,,,"Giá công lông mi",,,,"South","15-44",4146792
"828232865100837",2,82,1,43,2,12,3,0,1,,,,9,93,3,14,4,1,2000,2,,,,,,"làm gia công k___t c_____m t___i nhà.",,,,"South","15-44",4146792
"929163112901429",3,92,1,29,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"898843031605831",1,89,1,42,2,3,1,0,3,,,,9,91,19,97,4,1,4500,2,,,,,,"GIÚP VI___C NHÀ",,,,"South","15-44",4146792
"777472653903911",2,77,1,42,2,12,4,2,1,,,,3,36,16,85,4,1,6000,1,,,,,,"giáo viên m___m non",,,,"South","15-44",4146792
"797612678206137",3,79,1,42,2,4,0,0,3,,,,7,75,3,14,4,1,6000,2,,,,,,"may gia công t___i nhà",,,,"South","15-44",4146792
"777542671902539",4,77,1,30,2,12,3,0,3,,,,5,52,9,56,2,1,6000,2,,,,,,"buôn bán",,,,"South","15-44",4146792
"797762741801141",1,79,1,15,2,10,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797702714201226",1,79,1,17,2,8,1,1,1,,,,9,95,14,82,4,1,6000,2,,,,,,"nv bán hàng",,,,"South","15-44",4146792
"777542671902532",5,77,1,28,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"898893046302329",3,89,1,39,2,4,1,0,3,,,,9,95,7,47,4,1,2000,2,,,,,,"BUÔN BÁN BÁNH",,,,"South","15-44",4146792
"777472651800429",2,77,1,35,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"929163114706512",3,92,1,33,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"747252596905831",2,74,1,34,2,12,5,2,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797772745708023",3,79,1,33,2,9,2,0,1,,,,7,75,3,14,4,1,5000,2,9,95,7,47,4,"MAY GIA CÔNG",,"Buôn bán online",,"South","15-44",4146792
"959613189103821",2,95,1,29,2,12,3,2,1,,,,2,24,16,85,5,1,5000,1,,,,,,"làm nhà nuoc",,,,"South","15-44",4146792
"797772743904042",4,79,1,33,2,10,2,0,3,,,,7,75,3,14,2,1,8000,2,,,,,,"may t___i nhà",,,,"South","15-44",4146792
"797642689803235",1,79,1,35,2,12,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"929163114706518",3,92,1,43,2,12,5,4,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797692686000618",2,79,1,34,2,6,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"919093101800531",2,91,1,42,2,10,2,0,3,,,,5,52,21,96,1,1,6000,2,,,,,,"bán qu___n áo",,,,"South","15-44",4146792
"929163114706526",4,92,1,38,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797762741801102",6,79,1,28,2,12,5,2,1,,,,2,22,17,86,4,1,10000,1,,,,,,"BÁC SI",,,,"South","15-44",4146792
"777472653903906",3,77,1,39,2,9,2,1,1,,,,5,53,21,96,4,1,4000,2,,,,,,"c___p d_____ng ___ tr_____ng m___m non",,,,"South","15-44",4146792
"727122573501229",3,72,1,30,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797782748104328",1,79,1,28,2,12,5,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"777472653903939",2,77,1,43,2,9,2,0,3,,,,9,95,9,56,2,1,5000,2,,,,,,"Buôn bán quán n_____c",,,,"South","15-44",4146792
"777482655800316",3,77,1,34,2,9,2,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757362620601301",2,75,1,29,2,12,5,0,3,,,,9,95,19,98,4,1,50000,2,,,,,,"kinh doanh online",,,,"South","15-44",4146792
"797682707600508",1,79,1,42,2,5,1,0,1,,,,9,91,19,97,4,1,5000,2,,,,,,"Giúp vi___c nhà",,,,"South","15-44",4146792
"959613189103825",1,95,1,17,2,9,2,0,3,,,,9,94,9,56,4,1,4000,2,,,,,,"bán cf",,,,"South","15-44",4146792
"929173115400739",2,92,1,32,2,12,3,0,3,,,,9,95,7,47,4,1,5000,2,,,,,,"buon ban nuoc mia",,,,"South","15-44",4146792
"727032548000531",2,72,1,31,2,7,1,0,3,,,,9,95,9,56,2,2,,,,,,,,"bán quán an",,,,"South","15-44",4146792
"777482655800329",1,77,1,26,2,12,5,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"828232865100823",2,82,1,39,2,12,3,2,3,,,,5,52,21,96,4,1,4000,2,,,,,,"buôn ban",,,,"South","15-44",4146792
"797642689803221",2,79,1,19,2,12,3,0,3,,,,9,95,9,56,2,1,3000,2,,,,,,"Buôn Bán Trà s___a",,,,"South","15-44",4146792
"929173116500710",3,92,1,36,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"757312602013837",1,75,1,44,2,3,0,0,1,,,,9,92,1,2,4,1,4200,1,,,,,,"công nhân",,,,"South","15-44",4146792
"797752736700126",2,79,1,39,2,9,2,0,3,,,,5,52,21,96,2,1,0,2,,,,,,"bu___n bán v___t quay",,,,"South","15-44",4146792
"918993073604343",3,91,1,26,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,"South","15-44",4146792
"797692682107428",3,79,1,39,2,12,3,0,1,,,,7,75,3,14,4,1,8000,2,,,,,,"công nhân may",,,,"South","15-44",4146792
"757312600203729",3,75,1,36,2,12,3,0,3,,,,9,95,7,47,4,1,15000,2,,,,,,"công vi___c t___ do",,,,"South","15-44",4146792
