"ID","pid","MATINH","Urban_Rural","age","C1","C2","TOTAL_HH_member","assets_1","assets_2","assets_3","assets_4","assets_5","assets_6","assets_7","assets_8","assets_9","assets_10","assets_11","assets_12","assets_13","assets_14","assets_15","assets_16","assets_17","assets_18","assets_19","C9","C10"
"171580537400105",3,17,2,37,4,4,6,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"171580537400106",5,17,2,55,4,4,6,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,
"171580537400107",4,17,2,54,4,4,6,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"171580537400110",2,17,2,43,4,2,3,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,
"171580537400111",2,17,2,31,4,2,4,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"171580537400112",4,17,2,37,4,2,5,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,
"171580537400113",5,17,2,55,4,4,6,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"171580537400114",5,17,2,32,4,2,5,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2,6
"171580537400116",3,17,2,58,4,1,4,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,
"171580537400117",3,17,2,16,4,2,4,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,
"171580537400120",5,17,2,64,4,3,6,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"171580537400121",2,17,2,47,4,1,3,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"171580537400122",3,17,2,34,4,1,4,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"191640547000802",5,19,1,34,1,5,8,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,
"191640547000803",1,19,1,53,1,2,3,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,2,6
"191640547000804",4,19,1,46,1,2,6,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,6
"191640547000807",2,19,1,49,1,2,3,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,2,3
"191640547000811",4,19,1,45,2,3,5,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,
"191640547000812",2,19,1,47,1,2,3,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191640547000816",3,19,1,49,1,3,4,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,
"191640547000818",4,19,1,61,1,3,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,2,6
"191640547000819",4,19,1,36,1,2,4,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,
"191640547000820",1,19,1,52,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191640547000821",2,19,1,36,1,1,3,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,
"191640547000823",2,19,1,43,1,1,3,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"191640547000826",4,19,1,40,1,2,4,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,2,6
"191640547000831",3,19,1,43,1,1,5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191640547000836",3,19,1,37,1,3,4,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191640565304002",4,19,2,59,1,2,4,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,2,3
"191640565304003",3,19,2,50,1,2,3,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,
"191640565304007",3,19,2,37,1,3,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,
"191640565304009",2,19,2,47,1,2,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,2,1
"191640565304010",3,19,2,50,1,2,3,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191640565304013",1,19,2,49,1,1,3,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191640565304014",4,19,2,38,1,2,4,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,
"191640565304015",3,19,2,53,1,1,4,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191640565304016",4,19,2,32,1,5,8,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,
"191640565304017",3,19,2,46,1,3,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
"191640565304018",3,19,2,29,1,1,3,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1
"191640565304019",4,19,2,58,1,3,4,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,2,1
"191640565304020",3,19,2,51,10,3,3,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,
"191640565304022",4,19,2,38,1,2,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,6
"191640565304025",2,19,2,30,1,3,4,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,
"191640591400801",2,19,2,58,1,2,2,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,
"191640591400804",3,19,2,46,1,2,5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
"191640591400806",3,19,2,50,1,3,3,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191640591400807",3,19,2,30,1,3,6,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,
"191640591400809",3,19,2,32,1,4,5,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191640591400810",1,19,2,60,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,
"191640591400813",3,19,2,35,1,3,5,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,2,1
"191640591400815",4,19,2,41,1,2,6,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,2,3
"191640591400818",3,19,2,54,1,3,3,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,6
"191640591400820",2,19,2,47,1,2,3,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,
"191640591400846",1,19,2,61,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"191640591400847",3,19,2,51,1,3,3,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191640591400856",2,19,2,63,1,2,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,
"191640591400857",1,19,2,63,1,1,2,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,2,3
"191640591400858",1,19,2,64,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191680561100401",4,19,1,38,2,2,4,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,
"191680561100404",5,19,1,48,1,3,5,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191680561100410",1,19,1,64,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"191680561100411",1,19,1,50,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191680561100412",2,19,1,46,2,2,2,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191680561100414",2,19,1,39,1,1,4,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,2,6
"191680561100416",1,19,1,51,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,
"191680561100418",4,19,1,41,1,3,5,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191680561100421",1,19,1,60,1,2,2,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,
"191680561100422",2,19,1,43,2,1,2,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191680561100423",3,19,1,38,1,2,4,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,
"191680561100424",2,19,1,59,2,2,2,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,2,3
"191680561100425",2,19,1,44,1,1,2,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,
"191680561100426",3,19,1,48,1,3,5,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191680561100427",4,19,1,42,1,3,4,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,
"191690568900102",2,19,2,63,1,2,2,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"191690568900103",3,19,2,40,9,3,5,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,
"191690568900105",1,19,2,57,1,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191690568900106",4,19,2,55,1,4,6,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,
"191690568900107",3,19,2,52,1,2,5,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,1
"191690568900109",3,19,2,33,1,2,4,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,
"191690568900113",3,19,2,24,1,2,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191690568900115",3,19,2,54,1,2,3,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,2
"191690568900116",4,19,2,39,1,2,4,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,
"191690568900117",3,19,2,29,9,2,4,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,6
"191690568900119",1,19,2,56,7,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,6
"191690568900120",5,19,2,61,1,3,5,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191690568900122",4,19,2,46,1,2,6,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,
"191690568900124",3,19,2,54,1,2,4,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,2,6
"191690568900135",2,19,2,50,1,2,3,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,
"191700573400301",2,19,2,18,7,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,
"191700573400302",4,19,2,49,2,4,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191700573400303",1,19,2,48,7,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191700573400305",3,19,2,32,2,2,4,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,
"191700573400306",4,19,2,31,2,2,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"191700573400309",3,19,2,52,7,2,3,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,
"191700573400310",2,19,2,64,7,2,3,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191700573400312",3,19,2,50,2,2,3,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2,6
"191700573400313",3,19,2,35,2,4,6,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,
"191700573400315",4,19,2,62,2,4,5,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191700573400316",4,19,2,53,2,3,5,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191700573400318",3,19,2,55,1,3,3,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,
"191700573400320",4,19,2,44,7,2,4,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191700573400341",3,19,2,45,7,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191700573400349",2,19,2,43,7,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"191720587201404",3,19,2,43,1,2,3,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,
"191720587201405",5,19,2,58,1,3,5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191720587201406",3,19,2,60,1,4,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,2,6
"191720587201409",1,19,2,41,1,2,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191720587201410",4,19,2,48,1,2,5,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,
"191720587201411",8,19,2,50,1,6,8,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,
"191720587201412",3,19,2,60,1,2,3,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,
"191720587201414",5,19,2,45,1,2,5,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,
"191720587201415",6,19,2,26,1,4,9,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"191720587201416",6,19,2,59,1,4,7,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
"191720587201417",3,19,2,33,1,1,5,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,6
"191720587201418",3,19,2,29,1,4,6,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
"191720587201419",5,19,2,44,1,2,5,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
"191720587201421",2,19,2,39,1,1,2,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,2,6
"191720587201422",4,19,2,58,1,2,4,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,
"201780598000904",4,20,1,63,1,5,5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,
"201780598000905",4,20,1,38,2,4,7,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"201780598000906",3,20,1,37,1,1,5,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,
"201780598000907",4,20,1,39,2,4,6,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,
"201780598000910",4,20,1,41,1,2,5,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"201780598000914",1,20,1,49,1,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201780598000921",3,20,1,42,1,4,4,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
"201780598000922",1,20,1,18,1,3,3,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,2,1
"201780598000923",3,20,1,52,1,4,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,
"201780598000924",4,20,1,37,1,2,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,
"201780598000926",4,20,1,32,1,2,4,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,
"201780598000928",2,20,1,16,1,3,5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
"201780598000931",3,20,1,39,1,2,4,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,
"201780598000932",2,20,1,39,1,1,2,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,
"201780598000940",3,20,1,62,1,1,3,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,
"201780598602101",2,20,2,15,1,3,4,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,2,3
"201780598602104",3,20,2,44,2,2,3,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,2,6
"201780598602105",4,20,2,34,7,4,6,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,
"201780598602106",1,20,2,58,1,2,2,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,
"201780598602110",4,20,2,49,1,3,4,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,
"201780598602114",5,20,2,61,2,4,6,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,
"201780598602119",4,20,2,42,1,2,6,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"201780598602120",2,20,2,15,2,3,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1
"201780598602124",4,20,2,56,2,3,5,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,2,6
"201780598602126",2,20,2,50,2,3,4,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,2,3
"201780598602136",3,20,2,32,1,1,4,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"201780598602137",3,20,2,40,7,4,4,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,
"201780598602138",4,20,2,50,1,4,4,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"201780598602139",3,20,2,35,1,2,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,
"201780598602140",4,20,2,47,1,2,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,2,1
"201830621700205",5,20,2,62,7,5,6,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201830621700206",4,20,2,33,7,3,6,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,
"201830621700207",2,20,2,54,7,3,3,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201830621700208",2,20,2,15,7,4,5,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1
"201830621700209",4,20,2,58,7,4,5,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"201830621700210",3,20,2,55,7,3,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,
"201830621700211",3,20,2,26,7,1,4,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"201830621700212",4,20,2,36,7,2,5,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,
"201830621700214",1,20,2,43,7,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201830621700215",2,20,2,58,7,2,2,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201830621700218",2,20,2,49,7,2,3,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1
"201830621700221",4,20,2,45,7,4,5,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,2,6
"201830621700222",2,20,2,52,7,2,2,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,
"201830621700224",2,20,2,64,7,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,
"201830621700235",3,20,2,29,7,4,6,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,
"201860639700501",2,20,2,47,7,2,2,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,
"201860639700502",7,20,2,54,7,7,8,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,
"201860639700503",2,20,2,59,7,2,2,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201860639700504",2,20,2,24,7,3,4,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"201860639700505",1,20,2,24,7,3,3,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"201860639700506",2,20,2,42,7,3,3,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201860639700507",2,20,2,63,7,2,3,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"201860639700510",3,20,2,54,7,3,3,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201860639700511",4,20,2,55,7,2,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"201860639700513",2,20,2,56,7,2,2,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201860639700514",3,20,2,30,7,4,6,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,
"201860639700515",2,20,2,54,7,2,3,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1
"201860639700516",3,20,2,39,7,2,4,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,
"201860639700518",3,20,2,16,7,3,6,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201860639700519",1,20,2,46,7,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201870646600802",3,20,1,43,2,3,4,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,
"201870646600803",1,20,1,58,1,2,2,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,
"201870646600804",3,20,1,43,1,1,3,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201870646600805",4,20,1,33,1,2,5,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201870646600808",1,20,1,50,1,2,2,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,
"201870646600809",2,20,1,64,1,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,
"201870646600810",4,20,1,50,1,4,4,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,
"201870646600812",5,20,1,35,1,5,8,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,2,6
"201870646600813",3,20,1,37,1,2,4,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201870646600814",4,20,1,36,1,2,4,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,6
"201870646600817",2,20,1,50,1,2,2,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1
"201870646600818",3,20,1,43,1,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
"201870646600821",2,20,1,15,1,3,4,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1
"201870646600822",3,20,1,29,1,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,
"201870646600839",4,20,1,38,1,3,5,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2,1
"201870652000804",2,20,2,44,2,3,4,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"201870652000805",3,20,2,50,2,3,4,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,
"201870652000806",4,20,2,51,2,4,6,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,2,1
"201870652000808",3,20,2,27,2,2,6,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,
"201870652000809",1,20,2,54,2,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,
"201870652000810",3,20,2,34,2,3,5,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,
"201870652000812",2,20,2,62,2,2,2,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,4
"201870652000816",5,20,2,30,7,4,7,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,
"201870652000818",4,20,2,34,2,2,5,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"201870652000821",3,20,2,27,2,3,5,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,2,6
"201870652000824",4,20,2,42,2,4,4,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,
"201870652000827",4,20,2,56,2,4,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4
"201870652000829",1,20,2,15,2,5,5,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1
"201870652000830",3,20,2,51,2,3,3,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,6
"201870652000832",3,20,2,36,2,4,5,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,
"221930666100301",4,22,1,64,1,3,5,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,
"221930666100302",4,22,1,16,1,5,8,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
"221930666100303",3,22,1,39,1,2,6,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
"221930666100305",2,22,1,29,1,3,5,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,2,2
"221930666100306",3,22,1,42,1,3,4,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,
"221930666100315",5,22,1,63,1,3,5,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,
"221930666100317",3,22,1,44,1,2,3,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,
"221930666100321",1,22,1,29,1,1,2,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,
"221930666100322",3,22,1,31,1,1,3,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,
"221930666100323",3,22,1,28,1,2,4,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,
"221930666100324",6,22,1,64,1,4,6,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,
"221930666100325",1,22,1,15,1,4,4,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,
"221930666100328",2,22,1,16,1,3,4,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
"221930666100330",1,22,1,42,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,2,1
